Payment Date,Tender,Card Brand,Amount
02-Nov-2019 07:42 PM EDT,Debit Card,VISA,8.56
02-Nov-2019 07:24 PM EDT,Credit Card,VISA,15.58
02-Nov-2019 06:32 PM EDT,Debit Card,MC,11.37
02-Nov-2019 04:23 PM EDT,Debit Card,VISA,8.85
02-Nov-2019 04:11 PM EDT,Debit Card,VISA,10.25
02-Nov-2019 03:32 PM EDT,Debit Card,VISA,21.2
02-Nov-2019 03:17 PM EDT,Debit Card,VISA,28.08
02-Nov-2019 03:16 PM EDT,Debit Card,MC,15.44
02-Nov-2019 03:10 PM EDT,Debit Card,VISA,7.44
02-Nov-2019 02:18 PM EDT,Debit Card,VISA,16.85
02-Nov-2019 01:02 PM EDT,Debit Card,VISA,11.09
02-Nov-2019 12:54 PM EDT,Debit Card,MC,16.29
01-Nov-2019 08:29 PM EDT,Credit Card,VISA,21.76
01-Nov-2019 08:25 PM EDT,Debit Card,VISA,6.88
01-Nov-2019 08:25 PM EDT,Debit Card,MC,10.81
01-Nov-2019 08:24 PM EDT,Debit Card,MC,9.13
01-Nov-2019 08:24 PM EDT,Debit Card,VISA,5.48
01-Nov-2019 08:23 PM EDT,Credit Card,VISA,10.67
01-Nov-2019 08:11 PM EDT,Debit Card,MC,7.3
01-Nov-2019 08:11 PM EDT,Debit Card,MC,6.74
01-Nov-2019 08:11 PM EDT,Debit Card,VISA,7.3
01-Nov-2019 08:10 PM EDT,Debit Card,VISA,10.53
01-Nov-2019 08:10 PM EDT,Credit Card,VISA,18.25
01-Nov-2019 08:09 PM EDT,Debit Card,MC,8.14
01-Nov-2019 08:09 PM EDT,Debit Card,MC,17.92
01-Nov-2019 08:08 PM EDT,Debit Card,VISA,17.83
01-Nov-2019 08:07 PM EDT,Debit Card,VISA,10.81
01-Nov-2019 08:07 PM EDT,Debit Card,MC,6.88
01-Nov-2019 08:06 PM EDT,Debit Card,VISA,10.95
01-Nov-2019 07:52 PM EDT,Debit Card,MC,31.17
01-Nov-2019 07:48 PM EDT,Debit Card,VISA,15.3
01-Nov-2019 07:45 PM EDT,Debit Card,VISA,6.74
01-Nov-2019 04:10 PM EDT,Credit Card,VISA,18.95
01-Nov-2019 02:29 PM EDT,Cash,,14.04
01-Nov-2019 01:44 PM EDT,Cash,,4.35
01-Nov-2019 12:42 PM EDT,Debit Card,MC,9.48
01-Nov-2019 12:41 PM EDT,Debit Card,MC,6.04
31-Oct-2019 09:44 PM EDT,Credit Card,DISCOVER,18.95
31-Oct-2019 07:33 PM EDT,Credit Card,MC,8.14
31-Oct-2019 04:22 PM EDT,Cash,,10
31-Oct-2019 04:21 PM EDT,Cash,,10
30-Oct-2019 09:30 PM EDT,Credit Card,VISA,18.53
30-Oct-2019 08:16 PM EDT,Credit Card,DISCOVER,5.43
30-Oct-2019 08:13 PM EDT,Debit Card,MC,5.94
30-Oct-2019 08:10 PM EDT,Debit Card,MC,24.76
30-Oct-2019 08:08 PM EDT,Debit Card,VISA,7.58
30-Oct-2019 08:07 PM EDT,Credit Card,MC,24.14
30-Oct-2019 08:05 PM EDT,Debit Card,MC,7.45
30-Oct-2019 08:05 PM EDT,Credit Card,MC,7.45
30-Oct-2019 08:05 PM EDT,Credit Card,MC,7.45
30-Oct-2019 08:04 PM EDT,Credit Card,MC,7.45
30-Oct-2019 08:03 PM EDT,Credit Card,MC,7.45
30-Oct-2019 08:03 PM EDT,Debit Card,MC,5.43
30-Oct-2019 08:02 PM EDT,Debit Card,VISA,6.18
30-Oct-2019 08:01 PM EDT,Debit Card,VISA,8.14
30-Oct-2019 07:59 PM EDT,Cash,,7.3
30-Oct-2019 07:58 PM EDT,Debit Card,VISA,7.71
30-Oct-2019 07:56 PM EDT,Debit Card,VISA,5.56
30-Oct-2019 07:55 PM EDT,Debit Card,MC,7.71
30-Oct-2019 07:54 PM EDT,Debit Card,MC,9.47
30-Oct-2019 07:53 PM EDT,Debit Card,VISA,6.32
30-Oct-2019 07:52 PM EDT,Debit Card,VISA,4.92
30-Oct-2019 07:51 PM EDT,Debit Card,VISA,6.83
30-Oct-2019 07:49 PM EDT,Debit Card,VISA,9.22
30-Oct-2019 07:48 PM EDT,Debit Card,VISA,8.42
30-Oct-2019 07:21 PM EDT,Debit Card,VISA,6.32
30-Oct-2019 07:20 PM EDT,Credit Card,MC,4.92
30-Oct-2019 07:19 PM EDT,Debit Card,VISA,6.32
30-Oct-2019 07:18 PM EDT,Debit Card,VISA,10.86
30-Oct-2019 07:09 PM EDT,Cash,,7.58
30-Oct-2019 06:27 PM EDT,Credit Card,DISCOVER,16.05
30-Oct-2019 06:17 PM EDT,Debit Card,VISA,13.9
30-Oct-2019 04:59 PM EDT,Debit Card,VISA,3.24
30-Oct-2019 04:41 PM EDT,Debit Card,VISA,8.42
30-Oct-2019 04:04 PM EDT,Debit Card,MC,14.32
30-Oct-2019 04:00 PM EDT,Debit Card,VISA,8.28
30-Oct-2019 03:49 PM EDT,Cash,,10.53
30-Oct-2019 03:46 PM EDT,Cash,,10.95
30-Oct-2019 03:46 PM EDT,Cash,,8.42
30-Oct-2019 03:45 PM EDT,Cash,,5.34
30-Oct-2019 03:21 PM EDT,Cash,,10.23
30-Oct-2019 03:02 PM EDT,Cash,,7.86
30-Oct-2019 02:19 PM EDT,Cash,,6.46
30-Oct-2019 01:10 PM EDT,Debit Card,MC,9.69
29-Oct-2019 07:58 PM EDT,Debit Card,MC,14.6
29-Oct-2019 07:54 PM EDT,Credit Card,DISCOVER,12.13
29-Oct-2019 07:37 PM EDT,Debit Card,VISA,21.34
29-Oct-2019 07:22 PM EDT,Credit Card,DISCOVER,17.05
29-Oct-2019 06:56 PM EDT,Credit Card,VISA,5.76
29-Oct-2019 06:56 PM EDT,Cash,,7.02
29-Oct-2019 06:44 PM EDT,Debit Card,MC,12.13
29-Oct-2019 06:44 PM EDT,Credit Card,MC,12.13
29-Oct-2019 06:40 PM EDT,Debit Card,MC,5.9
29-Oct-2019 06:37 PM EDT,Cash,,20.5
29-Oct-2019 06:34 PM EDT,Cash,,9.27
29-Oct-2019 06:22 PM EDT,Cash,,7.83
29-Oct-2019 06:17 PM EDT,Cash,,9.6
29-Oct-2019 06:05 PM EDT,Cash,,13.26
29-Oct-2019 05:59 PM EDT,Debit Card,MC,12.5
29-Oct-2019 05:21 PM EDT,Debit Card,MC,10.67
29-Oct-2019 05:09 PM EDT,Debit Card,VISA,13.9
29-Oct-2019 03:15 PM EDT,Cash,,8.56
29-Oct-2019 03:15 PM EDT,Cash,,8.28
29-Oct-2019 03:14 PM EDT,Debit Card,VISA,6.18
29-Oct-2019 03:13 PM EDT,Cash,,8.28
29-Oct-2019 03:11 PM EDT,Debit Card,VISA,9.55
29-Oct-2019 01:34 PM EDT,Cash,,17.97
28-Oct-2019 09:40 PM EDT,Credit Card,DISCOVER,6.47
28-Oct-2019 09:39 PM EDT,Debit Card,MC,6.47
28-Oct-2019 09:38 PM EDT,Cash,,6.47
28-Oct-2019 09:15 PM EDT,Debit Card,MC,12.94
28-Oct-2019 09:12 PM EDT,Debit Card,MC,6.47
28-Oct-2019 09:11 PM EDT,Debit Card,MC,6.47
28-Oct-2019 08:54 PM EDT,Credit Card,VISA,6.47
28-Oct-2019 08:47 PM EDT,Cash,,12.94
28-Oct-2019 08:46 PM EDT,Debit Card,VISA,12.94
28-Oct-2019 08:46 PM EDT,Credit Card,DISCOVER,6.47
28-Oct-2019 08:45 PM EDT,Cash,,12.94
28-Oct-2019 08:43 PM EDT,Debit Card,VISA,6.47
28-Oct-2019 08:42 PM EDT,Debit Card,MC,12.94
28-Oct-2019 08:41 PM EDT,Credit Card,VISA,19.41
28-Oct-2019 08:24 PM EDT,Debit Card,VISA,6.47
28-Oct-2019 08:23 PM EDT,Debit Card,MC,5.35
28-Oct-2019 08:22 PM EDT,Debit Card,VISA,4.22
28-Oct-2019 08:21 PM EDT,Debit Card,MC,6.47
28-Oct-2019 08:20 PM EDT,Credit Card,VISA,6.47
28-Oct-2019 08:12 PM EDT,Debit Card,MC,6.47
28-Oct-2019 08:01 PM EDT,Cash,,12.94
28-Oct-2019 07:52 PM EDT,Debit Card,VISA,12.94
28-Oct-2019 07:51 PM EDT,Credit Card,VISA,19.41
28-Oct-2019 07:49 PM EDT,Credit Card,DISCOVER,6.47
28-Oct-2019 07:49 PM EDT,Cash,,6.47
28-Oct-2019 07:48 PM EDT,Debit Card,MC,6.47
28-Oct-2019 07:21 PM EDT,Debit Card,VISA,5.35
28-Oct-2019 07:13 PM EDT,Credit Card,VISA,6.47
28-Oct-2019 06:54 PM EDT,Debit Card,VISA,6.47
28-Oct-2019 06:53 PM EDT,Debit Card,MC,6.47
28-Oct-2019 06:52 PM EDT,Debit Card,MC,6.47
28-Oct-2019 06:52 PM EDT,Debit Card,MC,6.47
28-Oct-2019 06:51 PM EDT,Debit Card,MC,42.77
28-Oct-2019 06:50 PM EDT,Cash,,12.94
28-Oct-2019 06:24 PM EDT,Debit Card,VISA,25.88
28-Oct-2019 06:21 PM EDT,Debit Card,VISA,12.94
28-Oct-2019 06:19 PM EDT,Cash,,19.41
28-Oct-2019 06:07 PM EDT,Debit Card,VISA,12.94
28-Oct-2019 06:04 PM EDT,Credit Card,AMEX,12.94
28-Oct-2019 06:02 PM EDT,Credit Card,MC,6.47
28-Oct-2019 05:39 PM EDT,Debit Card,MC,19.41
28-Oct-2019 05:28 PM EDT,Debit Card,VISA,6.47
28-Oct-2019 05:28 PM EDT,Debit Card,MC,6.47
28-Oct-2019 05:22 PM EDT,Debit Card,VISA,12.94
28-Oct-2019 05:19 PM EDT,Cash,,6.47
28-Oct-2019 05:19 PM EDT,Debit Card,MC,12.94
28-Oct-2019 05:18 PM EDT,Cash,,6.47
28-Oct-2019 05:10 PM EDT,Cash,,6.47
28-Oct-2019 05:09 PM EDT,Cash,,6.47
28-Oct-2019 05:09 PM EDT,Debit Card,VISA,6.47
28-Oct-2019 03:58 PM EDT,Cash,,19.41
28-Oct-2019 03:58 PM EDT,Debit Card,MC,6.47
28-Oct-2019 03:57 PM EDT,Debit Card,MC,6.47
28-Oct-2019 03:56 PM EDT,Debit Card,MC,6.47
28-Oct-2019 03:54 PM EDT,Cash,,6.47
28-Oct-2019 03:52 PM EDT,Cash,,6.47
28-Oct-2019 03:51 PM EDT,Debit Card,VISA,19.41
28-Oct-2019 03:48 PM EDT,Debit Card,VISA,12.94
28-Oct-2019 03:42 PM EDT,Cash,,6.47
28-Oct-2019 03:42 PM EDT,Cash,,6.47
28-Oct-2019 03:24 PM EDT,Debit Card,VISA,19.41
28-Oct-2019 03:22 PM EDT,Debit Card,VISA,1.08
28-Oct-2019 03:22 PM EDT,Debit Card,VISA,6.47
28-Oct-2019 03:21 PM EDT,Debit Card,VISA,4.49
28-Oct-2019 03:03 PM EDT,Cash,,6.47
28-Oct-2019 03:03 PM EDT,Debit Card,MC,6.47
28-Oct-2019 03:02 PM EDT,Cash,,6.47
28-Oct-2019 03:02 PM EDT,Cash,,6.47
28-Oct-2019 03:01 PM EDT,Cash,,6.47
28-Oct-2019 03:01 PM EDT,Cash,,6.47
28-Oct-2019 03:00 PM EDT,Debit Card,MC,12.94
28-Oct-2019 02:54 PM EDT,Credit Card,MC,12.94
28-Oct-2019 02:51 PM EDT,Cash,,12.94
28-Oct-2019 02:45 PM EDT,Cash,,12.94
28-Oct-2019 01:25 PM EDT,Cash,,6.47
28-Oct-2019 01:09 PM EDT,Debit Card,VISA,4.02
28-Oct-2019 01:09 PM EDT,Gift Cards,,3.53
28-Oct-2019 01:08 PM EDT,Debit Card,VISA,6.47
27-Oct-2019 07:33 PM EDT,Debit Card,MC,16.85
27-Oct-2019 06:50 PM EDT,Debit Card,VISA,12.5
27-Oct-2019 06:50 PM EDT,Cash,,6.6
27-Oct-2019 06:49 PM EDT,Debit Card,MC,5.76
27-Oct-2019 06:40 PM EDT,Debit Card,MC,21.06
27-Oct-2019 05:28 PM EDT,Cash,,4.91
27-Oct-2019 05:27 PM EDT,Debit Card,VISA,3.51
27-Oct-2019 04:53 PM EDT,Credit Card,VISA,10.53
27-Oct-2019 04:46 PM EDT,Debit Card,MC,31.59
27-Oct-2019 04:40 PM EDT,Debit Card,VISA,13.9
27-Oct-2019 04:39 PM EDT,Debit Card,MC,4.92
27-Oct-2019 04:38 PM EDT,Cash,,5.05
27-Oct-2019 04:38 PM EDT,Cash,,6
27-Oct-2019 04:37 PM EDT,Cash,,4.42
27-Oct-2019 04:37 PM EDT,Cash,,5.43
27-Oct-2019 04:36 PM EDT,Debit Card,MC,5.38
27-Oct-2019 04:35 PM EDT,Cash,,6.46
27-Oct-2019 04:35 PM EDT,Cash,,7.02
27-Oct-2019 04:32 PM EDT,Credit Card,MC,21.2
27-Oct-2019 03:04 PM EDT,Credit Card,VISA,3.32
27-Oct-2019 02:54 PM EDT,Credit Card,VISA,6.88
27-Oct-2019 02:48 PM EDT,Debit Card,VISA,11.79
27-Oct-2019 02:16 PM EDT,Cash,,11.93
27-Oct-2019 02:03 PM EDT,Debit Card,VISA,9.83
27-Oct-2019 01:51 PM EDT,Cash,,5.48
27-Oct-2019 01:37 PM EDT,Cash,,7.72
27-Oct-2019 01:34 PM EDT,Debit Card,VISA,7.58
27-Oct-2019 01:33 PM EDT,Debit Card,MC,7.44
27-Oct-2019 01:03 PM EDT,Debit Card,MC,4.35
26-Oct-2019 09:30 PM EDT,Debit Card,MC,18.81
26-Oct-2019 09:29 PM EDT,Debit Card,VISA,8.56
26-Oct-2019 09:24 PM EDT,Credit Card,VISA,8.56
26-Oct-2019 09:20 PM EDT,Debit Card,MC,7.58
26-Oct-2019 08:52 PM EDT,Credit Card,MC,8.28
26-Oct-2019 08:50 PM EDT,Debit Card,MC,6.04
26-Oct-2019 08:50 PM EDT,Debit Card,VISA,9.13
26-Oct-2019 08:40 PM EDT,Cash,,0
26-Oct-2019 08:27 PM EDT,Debit Card,MC,20.5
26-Oct-2019 07:35 PM EDT,Credit Card,MC,13.62
26-Oct-2019 07:13 PM EDT,Debit Card,MC,19.8
26-Oct-2019 07:08 PM EDT,Debit Card,MC,19.23
26-Oct-2019 06:55 PM EDT,Debit Card,VISA,6.18
26-Oct-2019 06:54 PM EDT,Credit Card,MC,6.04
26-Oct-2019 06:22 PM EDT,Credit Card,AMEX,13.9
26-Oct-2019 06:17 PM EDT,Debit Card,VISA,8.56
26-Oct-2019 06:17 PM EDT,Debit Card,VISA,6.18
26-Oct-2019 06:17 PM EDT,Credit Card,MC,8.42
26-Oct-2019 06:13 PM EDT,Credit Card,VISA,16.01
26-Oct-2019 05:08 PM EDT,Credit Card,VISA,11.23
26-Oct-2019 04:06 PM EDT,Credit Card,MC,12.07
26-Oct-2019 03:52 PM EDT,Debit Card,MC,7.86
26-Oct-2019 03:52 PM EDT,Debit Card,VISA,9.41
26-Oct-2019 03:17 PM EDT,Debit Card,MC,8.85
26-Oct-2019 03:08 PM EDT,Credit Card,VISA,20.64
26-Oct-2019 12:13 PM EDT,Debit Card,VISA,10.95
25-Oct-2019 09:38 PM EDT,Debit Card,VISA,14.18
25-Oct-2019 09:21 PM EDT,Debit Card,VISA,16.57
25-Oct-2019 09:21 PM EDT,Credit Card,DISCOVER,17.13
25-Oct-2019 09:01 PM EDT,Debit Card,VISA,10.11
25-Oct-2019 09:01 PM EDT,Debit Card,MC,6.04
25-Oct-2019 09:00 PM EDT,Debit Card,MC,8.7
25-Oct-2019 09:00 PM EDT,Debit Card,VISA,7.72
25-Oct-2019 08:59 PM EDT,Debit Card,MC,10.81
25-Oct-2019 08:59 PM EDT,Debit Card,VISA,7.44
25-Oct-2019 08:59 PM EDT,Debit Card,VISA,7.72
25-Oct-2019 08:58 PM EDT,Debit Card,MC,8.42
25-Oct-2019 08:58 PM EDT,Credit Card,VISA,7.86
25-Oct-2019 08:57 PM EDT,Debit Card,VISA,8.56
25-Oct-2019 08:56 PM EDT,Debit Card,VISA,5.9
25-Oct-2019 08:36 PM EDT,Credit Card,VISA,11.93
25-Oct-2019 08:31 PM EDT,Debit Card,VISA,19.66
25-Oct-2019 07:44 PM EDT,Debit Card,VISA,12.5
25-Oct-2019 07:33 PM EDT,Debit Card,VISA,8.99
25-Oct-2019 07:33 PM EDT,Debit Card,MC,8.56
25-Oct-2019 07:32 PM EDT,Debit Card,MC,7.72
25-Oct-2019 07:24 PM EDT,Cash,,5
25-Oct-2019 07:22 PM EDT,Debit Card,MC,28.98
25-Oct-2019 04:36 PM EDT,Debit Card,VISA,16.85
25-Oct-2019 04:22 PM EDT,Cash,,14.04
25-Oct-2019 04:16 PM EDT,Cash,,13.76
25-Oct-2019 04:06 PM EDT,Debit Card,MC,13.9
25-Oct-2019 04:05 PM EDT,Debit Card,VISA,14.04
25-Oct-2019 03:18 PM EDT,Cash,,4.91
25-Oct-2019 02:56 PM EDT,Cash,,11.93
25-Oct-2019 02:09 PM EDT,Debit Card,MC,6.04
25-Oct-2019 01:59 PM EDT,Debit Card,MC,6.6
25-Oct-2019 12:52 PM EDT,Cash,,7.02
24-Oct-2019 06:40 PM EDT,Debit Card,MC,3.37
24-Oct-2019 06:18 PM EDT,Debit Card,VISA,6.6
24-Oct-2019 06:18 PM EDT,Debit Card,VISA,14.04
24-Oct-2019 06:16 PM EDT,Debit Card,MC,7.3
24-Oct-2019 05:23 PM EDT,Credit Card,VISA,8.14
24-Oct-2019 04:51 PM EDT,Credit Card,AMEX,12.64
24-Oct-2019 04:47 PM EDT,Cash,,5.48
24-Oct-2019 04:26 PM EDT,Cash,,1.08
24-Oct-2019 04:24 PM EDT,Cash,,7.02
24-Oct-2019 04:23 PM EDT,Cash,,1.26
24-Oct-2019 04:07 PM EDT,Cash,,4.49
24-Oct-2019 03:17 PM EDT,Debit Card,VISA,14.74
24-Oct-2019 01:41 PM EDT,Cash,,6.04
24-Oct-2019 12:32 PM EDT,Credit Card,MC,17.13
23-Oct-2019 09:26 PM EDT,Credit Card,VISA,8.28
23-Oct-2019 09:15 PM EDT,Cash,,15.67
23-Oct-2019 08:37 PM EDT,Debit Card,VISA,10.53
23-Oct-2019 08:22 PM EDT,Debit Card,VISA,18.67
23-Oct-2019 08:20 PM EDT,Debit Card,MC,8.56
23-Oct-2019 07:32 PM EDT,Cash,,16.3
23-Oct-2019 07:12 PM EDT,Cash,,9.35
23-Oct-2019 06:54 PM EDT,Cash,,3.5
23-Oct-2019 06:54 PM EDT,Cash,,3.64
23-Oct-2019 06:52 PM EDT,Cash,,3.08
23-Oct-2019 06:00 PM EDT,Debit Card,VISA,25.02
23-Oct-2019 05:49 PM EDT,Debit Card,MC,18.82
23-Oct-2019 05:39 PM EDT,Debit Card,VISA,7.83
23-Oct-2019 05:21 PM EDT,Debit Card,MC,6.94
23-Oct-2019 04:48 PM EDT,Cash,,11.65
23-Oct-2019 04:35 PM EDT,Debit Card,VISA,5.9
23-Oct-2019 03:31 PM EDT,Cash,,11.62
23-Oct-2019 02:47 PM EDT,Debit Card,MC,24.92
22-Oct-2019 09:15 PM EDT,Debit Card,VISA,14.79
22-Oct-2019 07:41 PM EDT,Debit Card,VISA,28.08
22-Oct-2019 07:39 PM EDT,Credit Card,MC,19.58
22-Oct-2019 07:36 PM EDT,Cash,,8.28
22-Oct-2019 07:35 PM EDT,Debit Card,VISA,7.02
22-Oct-2019 07:35 PM EDT,Credit Card,VISA,5.68
22-Oct-2019 07:33 PM EDT,Credit Card,MC,10.11
22-Oct-2019 07:32 PM EDT,Debit Card,VISA,5.68
22-Oct-2019 07:05 PM EDT,Cash,,9.09
22-Oct-2019 06:57 PM EDT,Debit Card,VISA,15.35
22-Oct-2019 06:56 PM EDT,Gift Cards,,5
22-Oct-2019 06:37 PM EDT,Cash,,19.71
22-Oct-2019 06:36 PM EDT,Cash,,9.73
22-Oct-2019 06:15 PM EDT,Credit Card,AMEX,8.14
22-Oct-2019 04:40 PM EDT,Cash,,10.95
22-Oct-2019 04:35 PM EDT,Debit Card,MC,10.39
22-Oct-2019 04:07 PM EDT,Cash,,7.16
22-Oct-2019 03:27 PM EDT,Debit Card,VISA,10.62
22-Oct-2019 03:11 PM EDT,Cash,,9.13
22-Oct-2019 01:07 PM EDT,Credit Card,DISCOVER,6.74
21-Oct-2019 09:29 PM EDT,Debit Card,MC,6.47
21-Oct-2019 09:28 PM EDT,Debit Card,VISA,5.35
21-Oct-2019 08:52 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 08:46 PM EDT,Cash,,5.35
21-Oct-2019 08:45 PM EDT,Debit Card,MC,5.35
21-Oct-2019 08:44 PM EDT,Cash,,5.35
21-Oct-2019 08:42 PM EDT,Cash,,6.47
21-Oct-2019 08:38 PM EDT,Cash,,6.47
21-Oct-2019 08:38 PM EDT,Cash,,6.47
21-Oct-2019 08:37 PM EDT,Cash,,6.47
21-Oct-2019 08:03 PM EDT,Debit Card,VISA,12.94
21-Oct-2019 08:00 PM EDT,Debit Card,MC,6.47
21-Oct-2019 07:58 PM EDT,Debit Card,MC,16.04
21-Oct-2019 07:56 PM EDT,Debit Card,MC,10.69
21-Oct-2019 07:55 PM EDT,Cash,,16.04
21-Oct-2019 07:54 PM EDT,Debit Card,VISA,12.94
21-Oct-2019 07:53 PM EDT,Cash,,5.35
21-Oct-2019 07:46 PM EDT,Cash,,26.73
21-Oct-2019 07:45 PM EDT,Debit Card,MC,10.69
21-Oct-2019 07:44 PM EDT,Debit Card,VISA,12.94
21-Oct-2019 07:43 PM EDT,Debit Card,MC,10.69
21-Oct-2019 07:43 PM EDT,Credit Card,MC,10.69
21-Oct-2019 07:38 PM EDT,Debit Card,VISA,25.88
21-Oct-2019 07:27 PM EDT,Cash,,5.35
21-Oct-2019 07:27 PM EDT,Cash,,16.04
21-Oct-2019 07:26 PM EDT,Cash,,5.35
21-Oct-2019 07:25 PM EDT,Cash,,12.94
21-Oct-2019 07:22 PM EDT,Debit Card,MC,6.47
21-Oct-2019 07:10 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 07:10 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 07:09 PM EDT,Credit Card,VISA,5.35
21-Oct-2019 07:06 PM EDT,Credit Card,VISA,19.41
21-Oct-2019 07:03 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 07:02 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 06:46 PM EDT,Debit Card,MC,6.47
21-Oct-2019 06:46 PM EDT,Cash,,6.47
21-Oct-2019 06:46 PM EDT,Debit Card,MC,6.47
21-Oct-2019 06:45 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 06:40 PM EDT,Cash,,19.41
21-Oct-2019 06:38 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 06:37 PM EDT,Debit Card,MC,12.94
21-Oct-2019 06:25 PM EDT,Credit Card,MC,12.94
21-Oct-2019 06:19 PM EDT,Cash,,10.69
21-Oct-2019 06:16 PM EDT,Cash,,12.94
21-Oct-2019 06:10 PM EDT,Cash,,10.69
21-Oct-2019 06:09 PM EDT,Cash,,5.35
21-Oct-2019 06:01 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 06:00 PM EDT,Debit Card,MC,6.47
21-Oct-2019 05:58 PM EDT,Credit Card,VISA,6.47
21-Oct-2019 05:45 PM EDT,Debit Card,MC,6.47
21-Oct-2019 05:45 PM EDT,Debit Card,MC,19.41
21-Oct-2019 05:44 PM EDT,Cash,,6.47
21-Oct-2019 05:43 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 05:27 PM EDT,Debit Card,MC,6.47
21-Oct-2019 05:26 PM EDT,Debit Card,MC,6.47
21-Oct-2019 05:20 PM EDT,Debit Card,MC,12.94
21-Oct-2019 05:17 PM EDT,Cash,,1.08
21-Oct-2019 05:12 PM EDT,Cash,,16.04
21-Oct-2019 05:03 PM EDT,Debit Card,MC,6.47
21-Oct-2019 04:49 PM EDT,Credit Card,VISA,12.94
21-Oct-2019 04:48 PM EDT,Cash,,6.47
21-Oct-2019 04:48 PM EDT,Cash,,6.47
21-Oct-2019 04:43 PM EDT,Cash,,6.47
21-Oct-2019 04:40 PM EDT,Cash,,6.47
21-Oct-2019 04:39 PM EDT,Cash,,12.94
21-Oct-2019 04:34 PM EDT,Cash,,6.47
21-Oct-2019 04:26 PM EDT,Cash,,12.94
21-Oct-2019 04:18 PM EDT,Gift Cards,,1.47
21-Oct-2019 04:18 PM EDT,Gift Cards,,5
21-Oct-2019 04:06 PM EDT,Cash,,6.47
21-Oct-2019 04:01 PM EDT,Cash,,12.94
21-Oct-2019 04:00 PM EDT,Cash,,12.94
21-Oct-2019 03:53 PM EDT,Debit Card,VISA,6.47
21-Oct-2019 03:52 PM EDT,Debit Card,MC,6.47
21-Oct-2019 03:42 PM EDT,Cash,,12.94
21-Oct-2019 03:40 PM EDT,Cash,,19.41
21-Oct-2019 03:38 PM EDT,Debit Card,MC,6.47
21-Oct-2019 03:26 PM EDT,Debit Card,VISA,12.94
21-Oct-2019 03:14 PM EDT,Debit Card,MC,6.47
21-Oct-2019 03:14 PM EDT,Cash,,6.47
21-Oct-2019 02:37 PM EDT,Credit Card,MC,12.94
21-Oct-2019 02:16 PM EDT,Debit Card,VISA,19.41
21-Oct-2019 02:08 PM EDT,Cash,,6.47
21-Oct-2019 01:37 PM EDT,Credit Card,AMEX,12.94
21-Oct-2019 01:13 PM EDT,Cash,,6.47
21-Oct-2019 12:59 PM EDT,Cash,,6.47
21-Oct-2019 12:40 PM EDT,Cash,,6.47
20-Oct-2019 08:41 PM EDT,Debit Card,MC,39.17
20-Oct-2019 08:21 PM EDT,Credit Card,VISA,4.63
20-Oct-2019 08:20 PM EDT,Credit Card,VISA,8.47
20-Oct-2019 08:18 PM EDT,Credit Card,VISA,5.19
20-Oct-2019 07:50 PM EDT,Cash,,16.85
20-Oct-2019 07:15 PM EDT,Cash,,11.93
20-Oct-2019 07:03 PM EDT,Cash,,1.48
20-Oct-2019 06:25 PM EDT,Cash,,18.25
20-Oct-2019 06:25 PM EDT,Debit Card,VISA,10.25
20-Oct-2019 06:24 PM EDT,Credit Card,VISA,10.25
20-Oct-2019 06:23 PM EDT,Debit Card,VISA,8.42
20-Oct-2019 06:14 PM EDT,Debit Card,MC,4.21
20-Oct-2019 06:13 PM EDT,Cash,,10.53
20-Oct-2019 06:13 PM EDT,Debit Card,VISA,9.83
20-Oct-2019 06:11 PM EDT,Cash,,4.16
20-Oct-2019 05:58 PM EDT,Debit Card,MC,28.08
20-Oct-2019 05:27 PM EDT,Credit Card,VISA,15.3
20-Oct-2019 04:54 PM EDT,Credit Card,VISA,11.93
20-Oct-2019 04:26 PM EDT,Debit Card,VISA,1.97
20-Oct-2019 04:26 PM EDT,Credit Card,AMEX,5.62
20-Oct-2019 04:14 PM EDT,Debit Card,MC,15.87
20-Oct-2019 04:13 PM EDT,Credit Card,DISCOVER,3.93
20-Oct-2019 04:11 PM EDT,Credit Card,DISCOVER,14.04
20-Oct-2019 03:53 PM EDT,Credit Card,AMEX,4.07
20-Oct-2019 03:47 PM EDT,Debit Card,VISA,14.18
20-Oct-2019 03:28 PM EDT,Debit Card,VISA,14.04
20-Oct-2019 03:16 PM EDT,Cash,,4.49
20-Oct-2019 02:52 PM EDT,Cash,,15.87
20-Oct-2019 02:43 PM EDT,Debit Card,MC,6.32
20-Oct-2019 02:39 PM EDT,Debit Card,MC,15.44
20-Oct-2019 02:11 PM EDT,Credit Card,MC,6.6
20-Oct-2019 02:11 PM EDT,Debit Card,MC,8.28
20-Oct-2019 12:58 PM EDT,Debit Card,MC,5.62
20-Oct-2019 12:43 PM EDT,Debit Card,VISA,5.9
20-Oct-2019 12:43 PM EDT,Debit Card,VISA,5.9
20-Oct-2019 12:42 PM EDT,Cash,,5.48
